STATION,Date,DAPR,MDPR,Precmm,SNOW,SNWD,TMAX,TMIN,TOBS
USC00312200,3/13/16,,,2.8,0,0,25.6,14.4,15
USC00312200,3/14/16,,,4.1,0,0,22.8,7.2,8.3
USC00312200,3/15/16,,,4.6,0,0,23.3,6.1,8.3
USC00312200,3/16/16,,,0,0,0,26.7,8.3,9.4
USC00312200,3/17/16,,,0,0,0,25.6,1.1,1.7
USC00312200,3/18/16,,,0,0,0,22.8,1.7,2.2
USC00312200,3/19/16,,,0,0,0,21.7,2.2,11.1
USC00312200,3/20/16,,,0,0,0,20.6,5,6.1
USC00312200,3/21/16,,,1.5,0,0,9.4,0,0.6
USC00312200,3/22/16,,,0,0,0,9.4,-3.9,-3.9
USC00312200,3/23/16,,,0,0,0,20.6,-3.9,-1.1
USC00312200,3/24/16,,,0,0,0,23.9,-1.7,7.8
USC00312200,3/25/16,,,3.8,0,0,20,6.7,11.7
USC00312200,3/26/16,,,0,0,0,21.7,2.2,4.4
USC00312200,3/27/16,,,0.5,0,0,20.6,4.4,15.6
USC00312200,3/28/16,,,1,0,0,19.4,12.2,12.8
USC00312200,3/29/16,,,0,0,0,20,0,1.1
USC00312200,3/30/16,,,0,0,0,20,1.1,2.8
USC00312200,3/31/16,,,0,0,0,20.6,2.8,15.6
USC00312200,4/1/16,,,23.9,0,0,18.9,13.9,14.4
USC00312200,4/2/16,,,0,0,0,23.9,8.3,8.3
USC00312200,4/3/16,,,0,0,0,15,4.4,4.4
USC00312200,4/4/16,,,0,0,0,20,1.1,1.1
USC00312200,4/5/16,,,0,0,0,23.3,0.6,6.7
USC00312200,4/6/16,,,0,0,0,18.9,2.8,2.8
USC00312200,4/7/16,,,15.5,0,0,14.4,2.2,5
USC00312200,4/8/16,,,0.5,0,0,15.6,3.9,3.9
USC00312200,4/9/16,,,0,0,0,11.7,3.9,5.6
USC00312200,4/10/16,,,0,0,0,10.6,-2.8,5
USC00312200,4/11/16,,,0,0,0,18.3,-2.8,2.8
USC00312200,4/12/16,,,2,0,0,21.7,2.8,11.7
USC00312200,4/13/16,,,0.8,0,0,21.7,3.9,4.4
USC00312200,4/14/16,,,0,0,0,20.6,4.4,9.4
USC00312200,4/15/16,,,0,0,0,20.6,6.1,6.1
USC00312200,4/16/16,,,0,0,0,20,2.8,6.1
USC00312200,4/17/16,,,0,0,0,22.8,1.7,2.2
USC00312200,4/18/16,,,0,0,0,25,2.2,6.1
USC00312200,4/19/16,,,0,0,0,28.9,6.1,6.7
USC00312200,4/20/16,,,0,0,0,27.8,6.7,11.7
USC00312200,4/21/16,,,0,0,0,27.2,11.7,15
USC00312200,4/22/16,,,2.5,0,0,23.3,12.8,12.8
USC00312200,4/23/16,,,12.7,0,0,17.2,9.4,10
USC00312200,4/24/16,,,0,0,0,21.1,3.9,4.4
USC00312200,4/25/16,,,0,0,0,27.8,4.4,8.3
USC00312200,4/26/16,,,0,0,0,27.8,4.4,11.7
USC00312200,4/27/16,,,0,0,0,28.3,11.7,12.2
USC00312200,4/28/16,,,0,0,0,28.9,12.2,14.4
USC00312200,4/29/16,,,0,0,0,29.4,11.7,11.7
USC00312200,4/30/16,,,0,0,0,30,11.1,16.7
USC00312200,5/1/16,,,14,0,0,26.1,15.6,19.4
USC00312200,5/2/16,,,1.3,0,0,27.8,13.9,14.4
USC00312200,5/3/16,,,17,0,0,25.6,13.9,15
USC00312200,5/4/16,,,1.8,0,0,22.8,6.7,7.8
USC00312200,5/5/16,,,1.3,0,0,19.4,6.1,6.1
USC00312200,5/6/16,,,0.5,0,0,11.7,5.6,7.8
USC00312200,5/7/16,,,0,0,0,17.2,3.3,3.9
USC00312200,5/8/16,,,0,0,0,25,3.9,25
USC00312200,5/9/16,,,0,0,0,27.8,12.8,12.8
USC00312200,5/10/16,,,0,0,0,27.8,12.8,13.3
USC00312200,5/11/16,,,0,0,0,27.2,12.8,13.3
USC00312200,5/12/16,,,0,0,0,28.3,12.8,12.8
USC00312200,5/13/16,,,8.4,0,0,29.4,12.8,17.2
USC00312200,5/14/16,,,0,0,0,24.4,6.7,10.6
USC00312200,5/15/16,,,0,0,0,22.8,3.3,17.8
USC00312200,5/16/16,,,0,0,0,20,3.3,4.4
USC00312200,5/17/16,,,0.5,0,0,22.8,4.4,11.7
USC00312200,5/18/16,,,2.5,0,0,23.9,11.7,13.9
USC00312200,5/19/16,,,0,0,0,26.7,13.9,15.6
USC00312200,5/20/16,,,0.5,0,0,22.2,14.4,14.4
USC00312200,5/21/16,,,6.4,0,0,19.4,13.3,18.9
USC00312200,5/22/16,,,0,0,0,22.8,12.8,19.4
USC00312200,5/23/16,,,0,0,0,22.2,7.2,7.2
USC00312200,5/24/16,,,0,0,0,25.6,7.2,7.8
USC00312200,5/25/16,,,0,0,0,27.2,7.8,9.4
USC00312200,5/26/16,,,0,0,0,28.9,9.4,14.4
USC00312200,5/27/16,,,0,0,0,27.2,14.4,15
USC00312200,5/28/16,,,2.5,0,0,25.6,13.3,13.9
USC00312200,5/29/16,,,0,0,0,28.3,13.9,18.9
USC00312200,5/30/16,,,0,0,0,26.1,12.2,14.4
USC00312200,5/31/16,,,9.1,0,0,29.4,12.8,13.9
USC00312200,6/1/16,,,0.5,0,0,28.9,13.9,16.7
USC00312200,6/2/16,,,0.8,0,0,31.1,15,15
USC00312200,6/3/16,,,1.8,0,0,29.4,15,17.2
USC00312200,6/4/16,,,0.8,0,0,30.6,15,16.1
USC00312200,6/5/16,,,2.5,0,0,31.1,16.1,22.8
USC00312200,6/6/16,,,12.7,0,0,25,17.2,17.2
USC00312200,6/7/16,,,0,0,0,27.2,14.4,15
USC00312200,6/8/16,,,0,0,0,27.8,8.9,9.4
USC00312200,6/9/16,,,0,0,0,27.8,8.3,8.9
USC00312200,6/10/16,,,0,0,0,29.4,8.9,11.7
USC00312200,6/11/16,,,0,0,0,32.2,11.7,15.6
USC00312200,6/12/16,,,0,0,0,33.3,15,26.7
USC00312200,6/13/16,,,0,0,0,31.7,15.6,15.6
USC00312200,6/14/16,,,0,0,0,33.3,15.6,17.8
USC00312200,6/15/16,,,5.3,0,0,32.8,17.2,18.3
USC00312200,6/16/16,,,1,0,0,31.1,18.3,21.7
USC00312200,6/17/16,,,0,0,0,32.2,20,23.3
USC00312200,6/18/16,,,0,0,0,30,19.4,20
USC00312200,6/19/16,,,0,0,0,26.7,11.7,22.8
USC00312200,6/20/16,,,0,0,0,27.8,10.6,11.1
USC00312200,6/21/16,,,0,0,0,30.6,10.6,14.4
USC00312200,6/22/16,,,0,0,0,31.1,14.4,17.8
USC00312200,6/23/16,,,0,0,0,32.2,17.2,18.3
USC00312200,6/24/16,,,5.6,0,0,32.8,18.3,18.9
USC00312200,6/25/16,,,0.3,0,0,31.1,17.2,18.9
USC00312200,6/26/16,,,0,0,0,33.3,17.8,29.4
USC00312200,6/27/16,,,7.4,0,0,31.7,20,20
USC00312200,6/28/16,,,2.5,0,0,29.4,20,20.6
USC00312200,6/29/16,,,0,0,0,30,14.4,15.6
USC00312200,6/30/16,,,0,0,0,31.1,14.4,14.4
USC00312200,7/1/16,,,0,0,0,32.8,14.4,18.3
USC00312200,7/2/16,,,0,0,0,31.7,15.6,15.6
USC00312200,7/3/16,,,0,0,0,32.8,15.6,16.7
USC00312200,7/4/16,,,0,0,0,32.8,16.7,20
USC00312200,7/5/16,,,0,0,0,32.8,18.9,19.4
USC00312200,7/6/16,,,12.7,0,0,31.1,18.9,20.6
USC00312200,7/7/16,,,10.4,0,0,32.2,18.3,18.3
USC00312200,7/8/16,,,6.4,0,0,31.1,18.3,18.3
USC00312200,7/9/16,,,7.6,0,0,32.2,17.2,17.8
USC00312200,7/10/16,,,0,0,0,30,17.2,23.9
USC00312200,7/11/16,,,0,0,0,31.1,15,17.2
USC00312200,7/12/16,,,1.5,0,0,30.6,17.2,17.8
USC00312200,7/13/16,,,1,0,0,31.7,17.8,17.8
USC00312200,7/14/16,,,0,0,0,32.8,17.2,17.8
USC00312200,7/15/16,,,0.5,0,0,32.2,17.2,17.2
USC00312200,7/16/16,,,12.7,0,0,29.4,17.2,18.9
USC00312200,7/17/16,,,5.1,0,0,30.6,16.7,27.2
USC00312200,7/18/16,,,0,0,0,31.7,18.3,18.9
USC00312200,7/19/16,,,1,0,0,31.1,18.9,19.4
USC00312200,7/20/16,,,24.9,0,0,33.3,18.9,18.9
USC00312200,7/21/16,,,0,0,0,33.9,18.3,18.3
USC00312200,7/22/16,,,2.5,0,0,32.8,17.8,17.8
USC00312200,7/23/16,,,0.8,0,0,31.1,17.8,20
USC00312200,7/24/16,,,2.8,0,0,32.2,20,29.4
USC00312200,7/25/16,,,0,0,0,30.6,19.4,19.4
USC00312200,7/26/16,,,1.5,0,0,33.9,19.4,20
USC00312200,7/27/16,,,9.7,0,0,32.8,20,21.1
USC00312200,7/28/16,,,0,0,0,33.9,20.6,21.1
USC00312200,7/29/16,,,7.9,0,0,30.6,20,20
USC00312200,7/30/16,,,0,0,0,30.6,19.4,20
USC00312200,7/31/16,,,1,0,0,31.1,18.3,28.3
USC00312200,8/1/16,,,1,0,0,31.7,18.3,18.9
USC00312200,8/2/16,,,8.9,0,0,31.7,18.3,18.9
USC00312200,8/3/16,,,34.5,0,0,31.7,18.9,20
USC00312200,8/4/16,,,0,0,0,30,20,21.1
USC00312200,8/5/16,,,0.3,0,0,30,20,20.6
USC00312200,8/6/16,,,2.5,0,0,30.6,20,20
USC00312200,8/7/16,,,0,0,0,31.7,18.9,26.7
USC00312200,8/8/16,,,12.2,0,0,32.2,20,20
USC00312200,8/9/16,,,2.8,0,0,29.4,20,21.1
USC00312200,8/10/16,,,2.3,0,0,28.9,20.6,21.1
USC00312200,8/11/16,,,6.4,0,0,28.3,20.6,21.7
USC00312200,8/12/16,,,0.8,0,0,30,20.6,21.7
USC00312200,8/13/16,,,1.8,0,0,30,20,22.2
USC00312200,8/14/16,,,0,0,0,31.7,18.3,31.7
USC00312200,8/15/16,,,0,0,0,32.8,18.3,19.4
USC00312200,8/16/16,,,0,0,0,32.2,18.9,20.6
USC00312200,8/17/16,,,0,0,0,32.8,19.4,20
USC00312200,8/18/16,,,3,0,0,30.6,19.4,20
USC00312200,8/19/16,,,1.5,0,0,29.4,19.4,19.4
USC00312200,8/20/16,,,10.7,0,0,29.4,19.4,20
USC00312200,8/21/16,,,8.4,0,0,28.3,20,20.6
USC00312200,8/22/16,,,3.6,0,0,26.1,16.7,16.7
USC00312200,8/23/16,,,0,0,0,28.9,16.7,16.7
USC00312200,8/24/16,,,0,0,0,29.4,16.7,18.3
USC00312200,8/25/16,,,0,0,0,29.4,17.8,18.9
USC00312200,8/26/16,,,0,0,0,31.1,17.8,18.3
USC00312200,8/27/16,,,0,0,0,33.3,17.8,18.9
USC00312200,8/28/16,,,0,0,0,32.2,17.8,20.6
USC00312200,8/29/16,,,0.5,0,0,30.6,14.4,14.4
USC00312200,8/30/16,,,0,0,0,31.7,14.4,15
USC00312200,8/31/16,,,0,0,0,30.6,15,16.1
USC00312200,9/1/16,,,27.7,0,0,31.7,15.6,19.4
USC00312200,9/2/16,,,2.3,0,0,30.6,17.2,17.8
USC00312200,9/3/16,,,0.3,0,0,24.4,13.3,13.9
USC00312200,9/4/16,,,0,0,0,27.8,13.9,14.4
USC00312200,9/5/16,,,0,0,0,28.3,14.4,14.4
USC00312200,9/6/16,,,0,0,0,30,14.4,15
USC00312200,9/7/16,,,0,0,0,30.6,13.3,13.9
USC00312200,9/8/16,,,0,0,0,31.7,13.3,14.4
USC00312200,9/9/16,,,0,0,0,31.7,13.3,15
USC00312200,9/10/16,,,0,0,0,31.1,14.4,15.6
USC00312200,9/11/16,,,3,0,0,30,15.6,17.2
USC00312200,9/12/16,,,0,0,0,29.4,13.9,14.4
USC00312200,9/13/16,,,0,0,0,30.6,13.9,16.1
USC00312200,9/14/16,,,0,0,0,30.6,13.9,15.6
USC00312200,9/15/16,,,0,0,0,31.1,15,15.6
USC00312200,9/16/16,,,0,0,0,31.7,15,16.7
USC00312200,9/17/16,,,0.5,0,0,31.7,16.1,16.7
USC00312200,9/18/16,,,0,0,0,27.8,15.6,16.7
USC00312200,9/19/16,,,5.3,0,0,22.8,16.7,18.9
USC00312200,9/20/16,,,0,0,0,27.8,14.4,14.4
USC00312200,9/21/16,,,0,0,0,28.9,12.8,12.8
USC00312200,9/22/16,,,0,0,0,30.6,12.8,15
USC00312200,9/23/16,,,0,0,0,30,14.4,16.1
USC00312200,9/24/16,,,0,0,0,30,13.3,13.9
USC00312200,9/25/16,,,0,0,0,31.1,13.3,14.4
USC00312200,9/26/16,,,0,0,0,32.2,14.4,17.2
USC00312200,9/27/16,,,5.6,0,0,30.6,17.2,17.2
USC00312200,9/28/16,,,7.1,0,0,26.1,15,15.6
USC00312200,9/29/16,,,0,0,0,27.8,8.3,8.9
USC00312200,9/30/16,,,0,0,0,23.9,8.3,10
USC00312200,10/1/16,,,0,0,0,22.8,6.7,7.2
USC00312200,10/2/16,,,0,0,0,22.2,7.2,8.3
USC00312200,10/3/16,,,0,0,0,24.4,8.3,9.4
USC00312200,10/4/16,,,0,0,0,24.4,8.3,11.1
USC00312200,10/5/16,,,0,0,0,24.4,8.9,8.9
USC00312200,10/6/16,,,0,0,0,26.1,8.3,12.2
USC00312200,10/7/16,,,0,0,0,25.6,10.6,10.6
USC00312200,10/8/16,,,2.5,0,0,24.4,10.6,17.2
USC00312200,10/9/16,,,0,0,0,25.6,8.3,11.7
USC00312200,10/10/16,,,0,0,0,22.2,3.9,3.9
USC00312200,10/11/16,,,0,0,0,25,3.3,4.4
USC00312200,10/12/16,,,0,0,0,24.4,3.9,3.9
USC00312200,10/13/16,,,0,0,0,24.4,3.3,5
USC00312200,10/14/16,,,0,0,0,25.6,5,10.6
USC00312200,10/15/16,,,0,0,0,23.3,10.6,15
USC00312200,10/16/16,,,0,0,0,26.7,13.9,15.6
USC00312200,10/17/16,,,0,0,0,24.4,10.6,10.6
USC00312200,10/18/16,,,0,0,0,24.4,10.6,10.6
USC00312200,10/19/16,,,0,0,0,26.1,10,12.8
USC00312200,10/20/16,,,0,0,0,28.9,12.2,12.8
USC00312200,10/21/16,,,2.5,0,0,28.3,12.2,13.3
USC00312200,10/22/16,,,0,0,0,15,6.1,6.7
USC00312200,10/23/16,,,0,0,0,13.9,-1.1,-0.6
USC00312200,10/24/16,,,0,0,0,20,-0.6,2.2
USC00312200,10/25/16,,,0,0,0,23.9,1.7,2.8
USC00312200,10/26/16,,,0,0,0,24.4,2.2,3.3
USC00312200,10/27/16,,,0,0,0,23.3,3.3,8.3
USC00312200,10/28/16,,,0.3,0,0,21.7,8.3,10
USC00312200,10/29/16,,,0,0,0,25.6,5.6,6.1
USC00312200,10/30/16,,,0,0,0,26.1,5.6,6.7
USC00312200,10/31/16,,,0,0,0,25,6.7,6.7
USC00312200,11/1/16,,,0,0,0,26.1,6.7,8.9
USC00312200,11/2/16,,,0,0,0,26.1,7.8,7.8
USC00312200,11/3/16,,,0,0,0,25.6,7.2,8.3
USC00312200,11/4/16,,,0.3,0,0,24.4,7.2,11.7
USC00312200,11/5/16,,,0,0,0,21.1,0.6,0.6
USC00312200,11/6/16,,,0,0,0,19.4,0.6,1.7
USC00312200,11/7/16,,,0,0,0,21.1,0.6,1.1
USC00312200,11/8/16,,,0,0,0,21.7,0.6,1.1
USC00312200,11/9/16,,,0,0,0,18.3,1.1,8.3
USC00312200,11/10/16,,,0,0,0,17.2,-1.7,-1.7
USC00312200,11/11/16,,,0,0,0,20,-3.3,-2.8
USC00312200,11/12/16,,,0,0,0,18.3,-3.3,0.6
USC00312200,11/13/16,,,0,0,0,18.3,0.6,2.2
USC00312200,11/14/16,,,0,0,0,16.7,-1.1,-1.1
USC00312200,11/15/16,,,0,0,0,17.2,-2.2,-2.2
USC00312200,11/16/16,,,0,0,0,16.7,-2.2,0.6
USC00312200,11/17/16,,,0,0,0,19.4,-1.7,-1.7
USC00312200,11/18/16,,,0,0,0,21.7,-1.7,0
USC00312200,11/19/16,,,0,0,0,23.3,0,4.4
USC00312200,11/20/16,,,0,0,0,12.2,-2.2,1.1
USC00312200,11/21/16,,,0,0,0,10,-5.6,-4.4
USC00312200,11/22/16,,,0,0,0,12.8,-4.4,-3.9
USC00312200,11/23/16,,,0,0,0,13.3,-3.9,1.7
USC00312200,11/24/16,,,5.3,0,0,17.2,0.6,16.1
USC00312200,11/25/16,,,0.3,0,0,16.7,3.9,4.4
USC00312200,11/26/16,,,0,0,0,17.2,-0.6,0.6
USC00312200,11/27/16,,,0,0,0,13.9,-6.1,11.1
USC00312200,11/28/16,,,0,0,0,11.7,0.6,2.2
USC00312200,11/29/16,,,18.5,0,0,15,2.2,13.3
USC00312200,11/30/16,,,8.6,0,0,21.1,12.2,18.3
USC00312200,12/1/16,,,16.8,0,0,20,0,0
USC00312200,12/2/16,,,0,0,0,12.2,-3.9,-3.9
USC00312200,12/3/16,,,0,0,0,11.1,-3.9,-0.6
USC00312200,12/4/16,,,18.5,0,0,11.1,-3.9,5.6
USC00312200,12/5/16,,,25.7,0,0,5.6,4.4,5.6
USC00312200,12/6/16,,,13.2,0,0,12.8,5.6,8.9
USC00312200,12/7/16,,,10.4,0,0,12.2,3.9,4.4
USC00312200,12/8/16,,,0,0,0,13.9,4.4,4.4
USC00312200,12/9/16,,,0,0,0,5,-5.6,-5.6
USC00312200,12/10/16,,,0,0,0,3.3,-8.9,-8.9
USC00312200,12/11/16,,,0,0,0,5,-9.4,-7.2
USC00312200,12/12/16,,,1.8,0,0,12.8,-7.8,12.2
USC00312200,12/13/16,,,8.1,0,0,14.4,-1.1,-0.6
USC00312200,12/14/16,,,1.5,0,0,8.9,-0.6,5.6
USC00312200,12/15/16,,,0,0,0,7.8,-2.2,-1.1
USC00312200,12/16/16,,,0,0,0,1.7,-7.2,-7.2
USC00312200,12/17/16,,,0.8,0,0,6.1,-7.2,4.4
USC00312200,12/18/16,,,5.6,0,0,18.9,3.9,11.1
USC00312200,12/19/16,,,2.5,0,0,11.1,1.7,1.7
USC00312200,12/20/16,,,0,0,0,8.3,1.7,2.8
USC00312200,12/21/16,,,0,0,0,8.9,-5.6,-5.6
USC00312200,12/22/16,,,0,0,0,13.9,-5.6,1.1
USC00312200,12/23/16,,,0,0,0,14.4,-1.1,1.7
USC00312200,12/24/16,,,0,0,0,14.4,1.7,6.1
USC00312200,12/25/16,,,1.8,0,0,10.6,6.1,9.4
USC00312200,12/26/16,,,0.3,0,0,17.8,9.4,12.2
USC00312200,12/27/16,,,0.8,0,0,15,10.6,13.3
USC00312200,12/28/16,,,2.8,0,0,16.1,1.1,2.8
USC00312200,12/29/16,,,10.9,0,0,13.3,2.8,8.9
USC00312200,12/30/16,,,2.3,0,0,10,-1.1,-1.1
USC00312200,12/31/16,,,0,0,0,5.6,-6.1,2.2
USC00312200,1/1/17,,,6.9,0,0,5.6,-6.1,3.3
USC00312200,1/2/17,,,15.2,0,0,12.8,3.3,12.8
USC00312200,1/3/17,,,10.9,0,0,16.7,10.6,10.6
USC00312200,1/4/17,,,0,0,0,15.6,9.4,9.4
USC00312200,1/5/17,,,0,0,0,10,-4.4,-2.8
USC00312200,1/6/17,,,0,0,0,7.8,-3.3,0
USC00312200,1/7/17,,,10.7,124,127,2.8,-7.2,-3.9
USC00312200,1/8/17,,,0,0,76,-1.7,-13.9,-3.3
USC00312200,1/9/17,,,0,0,76,-1.7,-10,-9.4
USC00312200,1/10/17,,,0,0,25,3.3,-9.4,-2.2
USC00312200,1/11/17,,,4.1,0,0,8.3,-2.2,3.3
USC00312200,1/12/17,,,0.3,0,0,11.1,3.3,8.9
USC00312200,1/13/17,,,0,0,0,17.2,7.2,7.8
USC00312200,1/14/17,,,0,0,0,20,6.1,18.3
USC00312200,1/15/17,,,0,0,0,18.9,9.4,10
USC00312200,1/16/17,,,0,0,0,18.3,6.1,7.8
USC00312200,1/17/17,,,0.5,0,0,16.1,7.8,12.8
USC00312200,1/18/17,,,0.5,0,0,18.9,8.9,13.3
USC00312200,1/19/17,,,0,0,0,18.9,1.7,2.2
USC00312200,1/20/17,,,3,0,0,15,1.7,11.7
USC00312200,1/21/17,,,2,0,0,20.6,5.6,6.1
USC00312200,1/22/17,,,7.4,0,0,11.7,5.6,9.4
USC00312200,1/23/17,,,10.2,0,0,16.1,7.8,8.3
USC00312200,1/24/17,,,1.3,0,0,14.4,3.3,4.4
USC00312200,1/25/17,,,0,0,0,14.4,-1.7,-1.7
USC00312200,1/26/17,,,3.6,0,0,20.6,-1.7,10
USC00312200,1/27/17,,,0,0,0,11.1,-0.6,0
USC00312200,1/28/17,,,0,0,0,4.4,-3.3,-3.3
USC00312200,1/29/17,,,0,0,0,7.2,-3.3,0.6
USC00312200,1/30/17,,,1,0,0,5,-2.2,-2.2
USC00312200,1/31/17,,,0,0,0,5.6,-5.6,-5.6
USC00312200,2/1/17,,,0,0,0,16.7,-5.6,-1.7
USC00312200,2/2/17,,,0,0,0,18.9,-2.2,9.4
USC00312200,2/3/17,,,1,0,0,13.3,3.9,5
USC00312200,2/4/17,,,0,0,0,10,-7.8,-7.8
USC00312200,2/5/17,,,0.5,0,0,8.3,-8.3,-1.1
USC00312200,2/6/17,,,0,0,0,11.1,-3.9,-3.9
USC00312200,2/7/17,,,0.8,0,0,18.9,-4.4,6.1
USC00312200,2/8/17,,,6.6,0,0,20.6,5.6,7.8
USC00312200,2/9/17,,,10.2,0,0,19.4,1.7,1.7
USC00312200,2/10/17,,,0,0,0,5,-6.7,-6.1
USC00312200,2/11/17,,,0,0,0,13.9,-6.7,2.2
USC00312200,2/12/17,,,0.3,0,0,11.7,2.2,11.7
USC00312200,2/13/17,,,0,0,0,23.3,2.2,2.2
USC00312200,2/14/17,,,0,0,0,16.7,-3.3,-3.3
USC00312200,2/15/17,,,10.4,0,0,16.7,-3.3,5.6
USC00312200,2/16/17,,,0,0,0,11.7,-2.2,-1.7
USC00312200,2/17/17,,,0,0,0,11.7,-3.9,-3.9
USC00312200,2/18/17,,,0,0,0,18.3,-4.4,1.7
USC00312200,2/19/17,,,2.5,0,0,12.8,1.7,6.7
USC00312200,2/20/17,,,0,0,0,17.8,-1.1,-1.1
USC00312200,2/21/17,,,0,0,0,22.2,-1.1,3.9
USC00312200,2/22/17,,,1.5,0,0,16.7,3.9,10.6
USC00312200,2/23/17,,,0,0,0,17.8,10,10.6
USC00312200,2/24/17,,,0,0,0,22.8,5,6.1
USC00312200,2/25/17,,,5.3,0,0,22.8,6.1,11.7
USC00312200,2/26/17,,,0,0,0,15,-3.9,0.6
USC00312200,2/27/17,,,0,0,0,13.3,-1.1,0.6
USC00312200,2/28/17,,,0,0,0,12.8,0.6,5
USC00312200,3/1/17,,,15.5,0,0,20,5,12.2
USC00312200,3/2/17,,,15,0,0,21.1,2.2,2.2
USC00312200,3/3/17,,,0,0,0,11.1,-3.3,-3.3
USC00312200,3/4/17,,,0,0,0,8.3,-6.1,-6.1
USC00312200,3/5/17,,,0,0,0,16.1,-6.1,15.6
USC00312200,3/6/17,,,0.3,0,0,19.4,6.1,6.1
USC00312200,3/7/17,,,1,0,0,14.4,5.6,12.2
USC00312200,3/8/17,,,13,0,0,15,3.3,3.3
USC00312200,3/9/17,,,0,0,0,18.3,-2.2,-2.2
USC00312200,3/10/17,,,8.6,0,0,21.7,-2.2,5
USC00312200,3/11/17,,,0,0,0,14.4,-2.2,-1.7
USC00312200,3/12/17,,,10.2,64,51,5.6,-1.7,1.7
USC00312200,3/13/17,,,0,0,0,10.6,-2.8,-2.8
USC00312200,3/14/17,,,6.9,0,0,7.2,-3.3,2.2
USC00312200,3/15/17,,,0.5,0,0,3.9,-7.2,-7.2
USC00312200,3/16/17,,,0,0,0,3.9,-9.4,-9.4
USC00312200,3/17/17,,,0,0,0,8.3,-10,-3.3
USC00312200,3/18/17,,,12.7,0,0,15,-3.9,7.8
USC00312200,3/19/17,,,2.5,0,0,17.2,-1.1,-0.6
USC00312200,3/20/17,,,0,0,0,13.3,-2.2,-2.2
USC00312200,3/21/17,,,0,0,0,20.6,-2.8,5.6
USC00312200,3/22/17,,,11.9,0,0,28.3,5.6,8.9
USC00312200,3/23/17,,,0,0,0,17.8,3.9,5.6
USC00312200,3/24/17,,,0,0,0,17.2,4.4,9.4
USC00312200,3/25/17,,,0,0,0,16.1,8.9,11.1
USC00312200,3/26/17,,,7.9,0,0,18.9,11.1,12.8
USC00312200,3/27/17,,,2,0,0,20.6,10,10
USC00312200,3/28/17,,,27.9,0,0,23.3,10,10.6
USC00312200,3/29/17,,,0,0,0,23.3,4.4,5.6
USC00312200,3/30/17,,,0,0,0,26.1,5,11.1
USC00312200,3/31/17,,,13.7,0,0,21.7,10.6,12.2
USC00312200,4/1/17,,,0,0,0,17.8,9.4,9.4
USC00312200,4/2/17,,,0,0,0,23.9,3.9,3.9
USC00312200,4/3/17,,,0,0,0,28.3,3.9,15.6
USC00312200,4/4/17,,,17,0,0,18.3,11.1,15
USC00312200,4/5/17,,,0,0,0,26.1,7.2,7.2
USC00312200,4/6/17,,,17,0,0,16.1,6.7,7.8
USC00312200,4/7/17,,,2.8,0,0,8.9,2.8,5.6
USC00312200,4/8/17,,,0,0,0,12.2,0,1.7
USC00312200,4/9/17,,,0,0,0,19.4,-1.1,2.8
USC00312200,4/10/17,,,0,0,0,24.4,2.8,5.6
USC00312200,4/11/17,,,0,0,0,27.8,5.6,6.7
USC00312200,4/12/17,,,0,0,0,27.8,6.7,10.6
USC00312200,4/13/17,,,0,0,0,26.1,7.2,7.2
USC00312200,4/14/17,,,0.3,0,0,27.8,6.7,20
USC00312200,4/15/17,,,0,0,0,27.8,11.1,11.7
USC00312200,4/16/17,,,0,0,0,25.6,11.1,19.4
USC00312200,4/17/17,,,0,0,0,24.4,9.4,9.4
USC00312200,4/18/17,,,7.9,0,0,25,9.4,13.9
USC00312200,4/19/17,,,3.8,0,0,19.4,13.3,13.3
USC00312200,4/20/17,,,3,0,0,21.7,11.7,12.8
USC00312200,4/21/17,,,0,0,0,24.4,12.2,12.2
USC00312200,4/22/17,,,10.4,0,0,27.2,12.2,14.4
USC00312200,4/23/17,,,35.8,0,0,24.4,12.8,13.3
USC00312200,4/24/17,,,36.3,0,0,13.9,9.4,9.4
USC00312200,4/25/17,,,1.3,0,0,17.2,9.4,11.1
USC00312200,4/26/17,,,0,0,0,26.1,9.4,11.7
USC00312200,4/27/17,,,0,0,0,29.4,11.7,16.1
USC00312200,4/28/17,,,4.1,0,0,21.7,10.6,10.6
USC00312200,4/29/17,,,0,0,0,29.4,10.6,20
USC00312200,4/30/17,,,0,0,0,29.4,18.3,21.7
USC00312200,5/1/17,,,5.1,0,0,25.6,17.8,18.3
USC00312200,5/2/17,,,16.3,0,0,23.9,11.7,11.7
USC00312200,5/3/17,,,0,0,0,23.3,6.7,6.7
USC00312200,5/4/17,,,0,0,0,27.2,6.7,17.2
USC00312200,5/5/17,,,14.7,0,0,20,9.4,10
USC00312200,5/6/17,,,0.8,0,0,15,6.7,7.2
USC00312200,5/7/17,,,3,0,0,14.4,2.8,14.4
USC00312200,5/8/17,,,0,0,0,18.3,2.8,6.1
USC00312200,5/9/17,,,0,0,0,22.8,6.1,10.6
USC00312200,5/10/17,,,0,0,0,27.8,10.6,10.6
USC00312200,5/11/17,,,0,0,0,30,10.6,11.7
USC00312200,5/12/17,,,0,0,0,26.7,11.7,14.4
USC00312200,5/13/17,,,7.6,0,0,27.8,11.7,16.1
USC00312200,5/14/17,,,2.5,0,0,23.3,6.7,18.9
USC00312200,5/15/17,,,0,0,0,27.8,8.3,21.7
USC00312200,5/16/17,,,0,0,0,30,11.1,11.1
USC00312200,5/17/17,,,0,0,0,32.2,11.1,13.9
